Job Title,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Principal Software Engineering - Data Science,"Job Description:


Job TitlePrincipal - Data Science (Data Scientist)

The Purpose of This Role

The Artificial Intelligence Chapter delivers both internal use cases, digital tools and customer facing applications by leveraging a diverse set of data sources. We employ a full spectrum of data science techniques - statistical models, predictive models from machine learning, and topic modeling from natural language processing are all part of the mix. You will work on data science projects at the intersection of machine learning and financial services, with data engineers, software developers, and other data scientists. You will work on all phases of projects, from initial design to the final coding updates to put into production.

The Value You Deliver
Leading & building data science applications from inception to installation for various FMR business units
Supporting existing Analytics, Research & Data interdisciplinary teams, whose members will be data scientists, software developers, and data engineers
Designing and build machine learning models in latest frameworks and algorithms
Communicating project updates & value created through work to both technical and business stakeholders
The Skills that are Key to this role

Technical / Behavioral
You are knowledgeable about machine learning and statistics
Expert in handling various data types and structures: structured, unstructured, voice, static versus streaming data. Extensive prior experience in integrating data
Possess extensive knowledge of and experience in applying data mining and machine learning, deep learning and Reinforcement learning techniques
Expertise in Natural Language Processing (NLP) and Natural Language Understanding (NLU) techniques
You are fluent in Python and SQL with an ability to design, train, and code up machine learning and statistical models (experience with big data platforms such as Snowflake, Spark, and Hive is a big plus)
You know how to work well in a team to deliver on both business and technical requirements
The Skills that are Good to Have for this role
Experience in working with any AI/NLP for building chatbots with any one of the technologies (JavaScript, Node.js or Python).
You have excellent technical communication skills, with an ability to give compelling presentations
How Your Work Impacts the Organization

Analytics, Research & Data delivers business analytics, financial research & data capabilities to various business units with Fidelity. We use data and analytics to personalize incredible customer experiences and develop solutions that help our customers live the lives they want. As part of our digital transformation, we have significant investments to create innovative big data capabilities and platforms. One of them is to build various enterprise data lakes by gathering data across Business Units.

The Expertise Were Looking For
10+ years of hands-on experience in Data Science, Machine Learning/AI use cases
Graduate / Post Graduate degree with focus on Mathematics, Statistics & Programming
5+ years of hands-on Python, SQL programming experience
Location : Bangalore - Manyata/EGL

Shift timings: 11:30 am - 7:30 pm

Certifications:
Category:
Information Technology",4.0,"Fidelity Investments
4.0",Bengaluru,"Boston, MA",10000+ employees,1946,Company - Private,Investment Banking & Asset Management,Finance,₹500+ billion (INR),"Charles Schwab, Vanguard, Citi"
Staff Engineer - Frontend,"Qubole is a simple, open, and secure Data Lake Platform for machine learning, streaming, and ad-hoc analytics. Our platform provides end-to-end services that reduce the time and effort required to run Data pipelines, Streaming Analytics, and Machine Learning workloads on any cloud. No other platform offers the openness and data workload flexibility of Qubole while lowering cloud data lake costs by over 50 per cent. Qubole customers process nearly an exabyte of data every month. Qubole investors include Charles River, Institutional Venture Partners, Lightspeed, Norwest, Harmony and Singtel Innov8.

UI engineers in Qubole are responsible for the rich web application hosted at api.qubole.com. We build user interfaces that cater to a wide variety of personas such as Data Analysts, ETL Engineers, and Data Scientists. We are looking for engineers to craft the next generation of Qubole’s user interface.
Some examples of work that UI engineers have done:
An IDE like interface for composing and analyzing big data queries.
Interfaces for exploring object stores and large datasets.
Support for multiple clouds such as Microsoft Azure, Google Compute Cloud etc.
Cluster management UI to create and manage big data clusters.
Reports and dashboards for monitoring performance of commands, clusters etc.… and many more

Primary Responsibilities:

Interact with UX designers and PMs to iterate and develop the product.
Use efficient abstractions and good programming practices to write testable, reusable and maintainable code.
Participate in design and code reviews.
Willingness to deep-dive across various levels of the stack to debug/understand/solve issues.
Interact with support engineers to identify customer pain points and address them.

Additional Responsibilities:

Make sound architectural choices when designing large applications across the whole stack (frontend, and middleware - including database).
Be a promoter of best practices while coding, and reviewing other’s code.
Be a strong mentor to juniors and help develop them while being hands-on.
Drive projects from initial requirements to rolling them out.

Requirements:

Strong grasp of JavaScript, HTML, and CSS fundamentals.Familiarity with building MVC applications.
Knowledge of RoR a plus.Knowledge of client side frameworks such as Ember, React.js is a plus.
Ability to write clean, modular, unit testable, and maintainable code.
Awareness of performance, web security, and cross-browser compatibility issues.
Attention to detail in UX.Hands-on experience in project estimation and planning.
Qubole is hitting that growth inflection point where we need talented people to help us scale up. Our company culture is special, and we are looking for people to join us who want to continue building a great company while going after the big data activation market.
Check us out on Glassdoor and LinkedIn
Learn more about us here, here, and here

Culture at Qubole
Trust and Autonomy: We absolutely pride ourselves on the lack of bureaucracy at work, and believe in delegating power and responsibility, aggressively to our employees.
Transparency and Teamwork: Complete transparency in all our thoughts and actions is integral to our genetic character, and it helps us to stick together and function effectively as a team.
Who Thrives: If you are a self-starter and thrive on complexity and independence and truly understand and live the tenets of humility, hunger and honesty and you will love Qubole.

Qubole is an Equal Employment Opportunity employer that proudly pursues and hires a diverse workforce. Qubole does not make hiring or employment decisions on the basis of race, color, religion or religious belief, ethnic or national origin, nationality, sex, gender, gender-identity, sexual orientation, disability, age, military or veteran status, or any other basis protected by applicable local, state, or federal laws or prohibited by Company policy. Qubole also strives for a healthy and safe workplace and strictly prohibits harassment of any kind.",4.5,"Qubole
4.5",Bengaluru,"Santa Clara, CA",201 to 500 employees,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
Business Analyst,"Overview

Established in 2012, Factspan is a leading pure play analytics company with expertise in converting data into actionable business insights. We provide the expert services that organizations need to establish their own analytics center of excellence. Our dedicated team of data scientists and consultants partner with the clients to provide analytics solutions which organizations need every day to take data driven decisions. Headquartered in Seattle, we also have our office in Bangalore, India. Our clients include Fortune 100 companies in Retail, Financial Services, Insurance, Hospitality and Technology industries. Our Vision is to be the foremost player in the business analytics space.

Roles and responsibilities
Extensive hands on experience in Excel, VBA, SQL, statistical (R/SAS) & visualization platforms (Spotfire/Tableau/Qlikview etc..)
Perform analysis on large set of data and use appropriate statistical tools and methodologies to carry out the analysis
Ability to find interesting/anomalous patterns in large datasets across various platforms and present them in a very intuitive fashion
Demonstrated experience in using quantitative analyses and data mining to solve structured or unstructured problems and interpreting results
Root cause analysis/ Deep dive of varied business problems using appropriate ML techniques
Excellent storyboarding skills and the ability to formulate intuitive hypothesis to identify trends/patterns
Stay current with customer needs and strategies; utilizing formal and informal written communication methods to communicate updates and findings
Keep up with cutting edge analytics techniques and tools in the continuously evolving area of decision science
Effective presentation & storyboarding skills & experience in creating presentations for mid-level/executive clients
Qualification & Experience
Bachelor’s/ Master's degree in Management, Math, Engineering, Finance, Statistics, or related discipline
1-3 years of experience in working on reporting / inquisitive / predictive and prescriptive analytics
Inquisitive mindset, with proven problem solving ability, and a passion for big data
Ability to quickly adapt to changing priorities and generate innovative solutions in a fast-paced environment
Demonstrate know-how with various approaches in regression, classification, and cluster analysis
Knowledge and experience in data visualization/reporting software
Advanced SQL knowledge
Strong verbal/written communication & data presentation skills, including an ability to effectively communicate with both business and technical teams
Experience in using R, Python, SAS or other statistical/machine learning software
Behavioral Attributes
Analytical thinking
Excellent Verbal/Written communication
Possess strong analytical/logical thinking skills
Excellent Interpersonal & Presentation skills
Willingness to go beyond the textbook while applying statistics in a business situation which typically entails less than ideal data quality/quantity",2.9,"Factspan
2.9",Bengaluru,"Seattle, WA",51 to 200 employees,2012,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1
Junior Data Scientist,"Junior Data Scientist
Job Description


The ITS Data Scientist is responsible for integrating business, information, and technology into analytical models that help drive business performance and competitive advantage and providing the business with answers to questions. The role collaborates with Business, IT Functional Engineers and Platform architects to create value from varied data sources. Creating value from data requires a range of talents: from data integration and preparation, to architecting specialized computing/database environments, to data mining and intelligent algorithm development.

Hiring Requirements

Job Details

Development of analytics to help drive competitive advantage from data with accountabilities across multiple functional and technical areas with wide range of complexity. The Data Scientist must understand medium/complex data types (integrate, manipulate, prepare), know advanced analytics (appropriate techniques, interpret data and diagnose models, meet business requirements), and focus on the business outcomes (goals, constraints, decisions while communicating outcomes via presentations). Develop models and algorithms that drive innovation throughout the organization. This may include marketing, supply chain, inventory planning and deployment, network planning, order routing, and order fulfillment and delivery Conduct advanced statistical analysis to provide actionable insights, identify trends, and measure performance Build learning systems that monitor data flows and react to changes in customer preferences, network constraints, and business objectives Collaborate with engineers to implement and deploy scalable solutions Provide thought leadership by researching best practices, conducting experiments, and collaborating with industry leaders Partners as a bridge between the business and the information management teams to make sure that the solution fits within the data management principals Coordinates data science implementations while leading design variances based upon business needs while ensuring artifacts and repositories are documented Manages engagements with vendors as they relate to evaluation, design and delivery of business capabilities Contributes to the evaluation and selection of software product standards Leader in industry representation, policy formation, User Groups, and strategic direction

Mentors others to complete Continuous Improvement (CI) initiatives; consults and shares knowledge across org; awareness of industry trends.

Education required/ preferred:
MS/PhD in computer science, statistics, or operations research or related technical discipline.
Experience:
2-3+ years of continuous experience in software engineering, software development, solution architecture
Knowledge of machine learning, statistics, optimization or related field
Experience with R, Python, Matlab is required
Experience building machine learning application in areas like time series forecasting, classification models, clustering models, multivariate regression models etc
Experience in Microsoft Azure Stack in the Cloud with focus on Data Factory, Data Bricks, BLOBs, Data Lake Storage, ML Studio, Azure Analysis Services, Azure Data Warehouse, Power BI etc
Experience working with large data sets and distributed computing tools a plus (Map/Reduce, Hadoop, Hive, Spark, Python, R, Gurobi, MySQL, etc.)
Excellent written and verbal communication skills along with strong desire to work in cross functional teams
Consumer products experience in an online and/or retail/manufacturing environment is preferred
Possess strong leadership skills and exhibit creative thinking to be able to come up with inventive solutions to solve business challenges
Provide thought leadership while keeping up with industry trends and disseminating information across the organization
Experience working with blended teams consisting of employees, vendors, and consultants with both onshore and offshore resources
Strong Technical leadership of advanced analytics teams and vendors
Extensive experience collaborating with Enterprise Architects and infrastructure engineers to identify, design, and implement highly complex, end-to-end solutions
Cultivates networking opportunities within the organization
Broad range of business and IT experiences; Has achieved technical and/or business certification(s).
Skills/Competencies:

Communication: Data scientists must communicate effectively up and down the data supply chain: first, to obtain access to the data they require; second, to work with those who understand the business meaning behind the data; and third, to articulate findings and implications to business leaders in language they understand. A data scientist must be able to use data to tell stories. Key components of these communication skills are those of persuasion and expectation management. The ability to insert themselves into core business functions and assert their ideas is therefore critical.

Collaboration: Working directly for business leaders and side-by-side with business unit personnel, they need to shed the introverted statistician stereotype. Increasingly, business professionals require access to analytic techniques beyond basic math and must be able to rely on the data scientist to work closely with them. The data scientist enables the broad consumerization of derivative result sets and analytics (if not the raw data). The data scientist must have the ability to juggle competing priorities and pressures.

Leadership. The role of the data scientist can incorporate data oversight responsibilities including directing the efforts of teams of consultant statisticians, data administration and integration professionals, and data visualization, reporting, and application integration developers.

Creativity. The work of the data scientist is very much an innovation-oriented exercise in solving open-ended conundrums. Data scientists are tasked with finding opportunities to optimize, expand or transform the business through the lens of information. Moreover, data scientists must be creative in sourcing data, modeling problems and employing a range of analytic techniques.

Discipline. Although creativity is critical, data scientists must remember that ""science"" is part of their directive. This means following established scientific methods, employing legitimate techniques, using valid data and embracing causality. Scientific methods demand that questions are well-defined, true data (observations) is collected, and hypotheses are formed, investigative methods are selected, data is analyzed and interpreted with yielding conclusions, and results are formally communicated and tested. Although rigid methodology is recommended, results perfection is not. Business opportunity costs in a fast-paced marketplace are too high to spend excessive time achieving incrementally better analyses. However, a data scientist just as any good statistician or other analytics professional must understand the differences between correlation and causality and between incidental and insightful patterns.

Passion: An obsession for information, solving insurmountable problems and finding unique ways to accelerate the business.

Consultancy: Manages provision of specialist knowledge over a range of topics in data science including the role of IT in the business; in own areas of expertise provides advice and guidance influencing the effectiveness of the organizations business processes.

Data Design: Controls analytics data design practice within the enterprise. Influences industry-based models for the development of new technology applications. Develops effective implementation and procurement strategies, consistent with business needs.

Data Analysis: Sets standards for advanced analytics tool usage and techniques, advises on their application, and ensures compliance. Manages the investigation of corporate data requirements, and co-ordinates the application of data analysis and analytics techniques, based upon a detailed understanding of the corporate information requirements, in order to establish, modify or maintain analytical models and their associated components.

Autonomy: Has authority and responsibility for all aspects of data science, including policy formation and application. Is fully accountable for actions taken and decisions made, both by self and subordinates.

Influence: Makes decisions critical to organizational success. Influences developments within the IT industry at the highest levels. Advances the knowledge and/or exploitation of IT within one or more organizations. Develops long-term strategic relationships with customers, partners, industry leaders and government.

Complexity: Performs highly complex work activities covering technical, financial and quality aspects. Contributes to the formulation and implementation of IT strategy. Creatively applies a wide range of technical and/or management principles.

Business Skills Absorbs complex technical information and communicates effectively at all levels to both technical and non-technical audiences. Assesses and evaluates risk. Understands the implications of new technologies. Demonstrates clear leadership and the ability to influence and persuade. Has a broad understanding of all aspects of IT and deep understanding of own specialism(s). Understands and communicates the role and impact of IT in the employing organization and promotes compliance with relevant legislation. Takes the initiative to keep both own and subordinates' skills up to date and to maintain an awareness of developments in the IT industry.

Global VISA and Relocation Specifications:
K-C requires that an employee have authorization to work in the country in which the role is based. In the event an applicant does not have current work authorization, K-C will determine, in its sole discretion, whether to sponsor an individual for work authorization. However, based on immigration requirements, not all roles are suitable for sponsorship.
This role is available for local candidates already authorized to work in the roles country only. K-C will not provide relocation support for this role.
Primary Location
IT Centre Bengaluru GDTC
Additional Locations
Worker Type
Employee
Worker Sub-Type
Regular
Time Type
Full time",3.9,"Kimberly-Clark Corporation
3.9",Bengaluru,"Irving, TX",10000+ employees,1872,Company - Public,Consumer Products Manufacturing,Manufacturing,₹500+ billion (INR),"Procter & Gamble, Georgia-Pacific, Unilever"
Data Scientist,"Data Scientist Bangalore As a fully functioning analytics team member, applies best practices to analytics solutions and contributes to the development of improved best practices. Below are the MUST HAVES: • Experience as Data Scientist - Fortune 100 Clients - Prefer Product Base. • Data analysis experience working with large-scale data. • Strong experience using Python & SQL for analysis, modeling, and data visualization.
Advanced statistics, data mining and modeling knowledge. Requirements: • Advanced Python for Data Science (descriptive / predictive models) + Strong Stats background Own the end to end data science process, from initiation to deployment, and through ongoing communication and collaboration. • Drive personalization, real-time decision-making, causal inference, and predictive analytics capabilities through the application of Machine Learning, Deep Learning, NLP, and Simulation in an agile development framework. • Conduct quantitative analysis of experimental, and textual data to generate insights and drive decision making (ANOVA, Regression, Chi-Sq, AB, pre-post etc..) Working knowledge of SQL, Tableau, Hadoop, BigQuery, Presto, Vertica Write well documented code that can be shared and used across teams, and can scale to be used in existing products",3.3,"Calsoft Labs
3.3",Bengaluru,"Bengaluru, India",1001 to 5000 employees,1992,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,"Mindtree, Happiest Minds Technologies, Altran Americas"
Lead Data Scientist,"How will you create an impact within Flutura?

You will play a strategic role in helping us to continuously improve our products and business decisions with your strong problem-solving ability and knack for statistical analysis.

You will be challenged to

· Implement methodologies to standardize end to end data science project life cycle

· Implement state of the art data mining algorithms in production environment

· Building an End to End Data Science Framework designed to handle large volume data sets

· Lead Data Exploration and Statistical Inferences on datasets, Storytelling to communicate insights and findings in a simplified way

· Effective multitasking and delivery on time with quality

· Provide timely communications on significant issues or developments

· Evangelize new product features

· Manage a team of data scientists, machine learning engineers and big data specialists

· Work with cross functional teams for assessing data science use cases and product market fitment

The core competency you should possess

Technical/Functional Skills:

· Minimum 8 years of total experience with recent & relevant experience of at least 4 years as a data scientist

· Should have managed a team directly atleast for 2 years

· Solid understanding of Statistics, Machine Learning, Deep Learning and Artificial Intelligence Technologies

· Hands On experience in Python, R, Pyspark and equivalent programming languages

· Expertise in building, productionizing and scaling analytics solutions for big data problems

· Experience in building and scaling models for time series (such as sensors etc.) data is a priority

· Experience with SQL and NoSQL databases

· Familiarity with agile execution of data science projects

Desired Characteristics:
Strong oral and written communication skills
Strong interpersonal and leadership skills
Ability to influence others and lead small teams
Lead initiatives of moderate scope and impact
Ability to coordinate several projects simultaneously
Effective problem identification and solution skills
Proven analytical and organizational ability
Education:
Qualification: BE/B.Tech, ME/M.Tech, MS, MCA (with an aggregate of 75% and above)
Stream (Preferable): Computer Science, Data Science, Mathematics or similar field
Job Type: Full-time

Salary: ₹1,800,000.00 to ₹2,200,000.00 /year

Experience:
Tead Lead: 2 years (Required)
Work Remotely:
Temporarily due to COVID-19",3.7,"Flutura Decision Sciences & Analytics
3.7",Bengaluru,"Bengaluru, India",51 to 200 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,₹100 to ₹500 million (INR),"Mu Sigma, Analytics Quotient, PTC"
Associate Data Scientist - MFG,"Noodle's Data Scientists build advanced AI models that change the way our clients do business by empowering them to make better decisions. Our solutions impact small and large businesses ranging from media, to retail companies, to airlines, to e-commerce, financial services, to government agencies. Members of our Data Science team are passionate about problem solving with applied data science and work with clients to explore, specify, and communicate high-value, AI- based solutions. We geek out about AI technology.

As a Data Scientist at Noodle.ai, you will collaborate with the Noodle Client Service team, Data Engineers, SW Engineers, UX Designers, and industry-specific experts from our client companies to build a deep understanding of our clients' business context and then develop, test, and deploy advanced AI models. As we grow, you will also develop reusable IP to help us move faster, dive deeper, and work more efficiently by generalizing the models, methodologies, and supporting infrastructure that you build. As one of the early hires to join the Noodle.ai team, you will have a significant impact on the future of Enterprise Artificial Intelligence.

Qualifications:

Must haves
1+ years of experience in applied artificial intelligence technologies including machine learning, predictive data analytics, and/or data science
BE/B.Tech or Advanced degree in a relevant field (Computer Science, Operations Research, Statistics, Mathematics, Electrical Engineering, or other Computational Science)
Proficient in python
Experience with spark
Knowledge of data science/machine learning concepts
Demonstrated ability to iteratively conceptualize, design and build data-driven analytical models
Strong capabilities in modern analytics languages/tools
Collaborative, open, and respectful working style
Passion for learning and a desire to grow – Noodlers are life-long learners!
Nice to haves
Experience applying advanced AI techniques (g., machine learning, predictive analytics. optimization, semantic analysis, time-series analysis, advanced visualization) to real-world problems
Experience with R
Experience manipulating and preparing large, heterogeneous data sets (""Big Data"") to support advanced analytics
Demonstrated energy and passion that extends beyond your field of study – Are you a computer scientist who writes poetry? A mathematician who loves psychology? An engineer passionate about public policy? We want to build something with
Experience with (and excitement for) interdisciplinary collaboration",4.5,"Noodle.ai
4.5",Bengaluru,"San Francisco, CA",201 to 500 employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,₹1 to ₹5 billion (INR),-1
Data Scientist - PhD,"Company Description

About Affine

Affine is a Data Sciences & AI services provider, offering capabilities across the analytical value chain from data engineering to analytical modelling and business intelligence to solve strategic & day to day business challenges of organizations worldwide. They empower their clients to make informed decisions & to take proactive actions through impeccable technology-based development & business acumen.

They develop solutions for multiple verticals such as Retail, CPG, E-commerce, High-Technology, BFSI, Media & Entertainment, Manufacturing among others and are respected as one of the Marquee names in the “Consultancies for Transformation” space.

Affine is headquartered in Bengaluru, India with other offices in New York & Seattle, United States and Singapore.

Job Description

Experience: 0 – 4 years
Education requirement: PhD in Machine Learning/Deep Learning/Artificial Intelligence/Image
processing/Statistics/Computer Science/ Mathematics

Responsibilities
• Utilizing artificial intelligence and machine learning concepts to solve challenging business problems
• Work on problems from various domains like NLP, Recommendation engine, computer vision
• Should participate in complete project cycle i.e. understanding a problem statement, data gathering,
analyzing data, implementing ML/AI solutions
• Should be able to learn new tools/languages quickly and continue expanding knowledge on latest
advances in ML/AI
• Managing project timing, client expectations and meeting deadlines
• Publishing research articles, papers and blogs

Desired skills and experience:
•Strong experience in machine learning/artificial intelligence in academics or academics plus
industry
• Expert level in at least one programming language. Preferably R or Python
• Knowledge of statistics and machine learning (Probability theory, parametric and non-parametric
models, supervised and unsupervised ML techniques, etc.)
• Knowledge of deep learning algorithms (CNN, RNN, autoencoders, etc.)
• Knowledge in databases preferable",3.8,"Affine Analytics
3.8",Bengaluru,"Bengaluru, India",201 to 500 employees,2011,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1
Principal Data Scientist - BLR,"As a Data Scientist at Noodle.ai, you will collaborate with our Enterprise Services team,Software Engineers, Designers, and industry-specific experts from our customers. You willvbuild a deep understanding of the business problems our customers are tackling and then develop, test, and deploy advanced machine learning algorithms. As we grow, you will also develop reusable IP to help us move faster, dive deeper, and work more efficiently by generalizing the algorithms, methodologies, and supporting infrastructure that you build. As one of the early hires to join the Noodle.ai team, you will have a significant impact on the future of Enterprise Artificial Intelligence.

Job responsibilities:
Implement a breadth of different modeling approaches/ techniques in machine learning

Manipulate and prepare large, heterogeneous data sets to support advanced analytics

Iteratively conceptualize, design and build data-driven analytical models

Develop processes and tools to monitor and analyze model performance and data accuracy

Translate deep mathematical concepts and practices into language that non-experts can understand and build upon. And conversely, translate business needs and user needs into language and concepts that other data scientists can understand and work with.

Productionalizing machine learning code and interfacing with industry standardmsoftware systems

Understand and manipulate unstructured data from different platforms.

Demonstrate proficiency at real-world modeling problems/DS problems - getting to a result that demonstrably generate business value

Qualifications:Required:
Graduate degree in a relevant field (Computer Science, Operations Research, Statistics, Applied Math...) or Bachelors degree and 2-4 years applying advanced AI techniques to real-world problems

Good to have:
7+years of experience applying advanced AI techniques to real-world problems

Experience tackling data science problems characterized as high-dimension, low sample size (i.e., lots of potentially predictive features and highly diverse but low quality or highly sparse data.)

Knowledge & understanding of a functional area of focus (i.e. Experience applying advanced analytics to supply chain optimization, demand forecasting, and/or revenue management)

Knowledge & understanding of an industry area of focus (i.e. retail, manufacturing,CPG, 3PL, travel...)

Skills and Competencies:
Experience with common analysis tools (SQL, R, and Python).

Demonstrable familiarity with code and programming concepts.

Knowledge of Spark and/or Hadoop

Knowledge of machine learning areas and techniques - Supervised machine learning,Unsupervised machine learning, Time series, Natural language processing, Outlier detection, Computer vision, Recommendation engines, Survival analysis,
Reinforcement learning, and Adversarial learning

Knowledge of data visualization tools - ggplot, d3.js and Matplottlib, and Tableau

Strong problem solving skills with an emphasis on product development

Focus on delivering value and building lasting relationships through collaboration in an open and respectful working style

Passion for learning and a desire to grow",4.5,"Noodle.ai
4.5",Bengaluru,"San Francisco, CA",201 to 500 employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,₹1 to ₹5 billion (INR),-1
Senior Data Scientist,"Role Summary:
We are looking for a highly motivated individual, passionate about technology to join Baker Hughes Digital team. As the Senior Data Scientist, in Baker Hughes Digital, you will focus on developing impactful and innovative analytics products for the O&G industry. The candidate will be responsible for designing analytics for products and solutions, leverage strong machine learning expertise to develop new analytics for driving growth in asset, application & industry coverage and lead engagements with external/internal customers. The candidate is also expected to mentor other engineers in analytics methods.

Essential Responsibilities:
Work in cross-functional teams to translate algorithms into commercially viable products and services.
Contribute to technical teams in development, deployment and application of applied analytics, predictive analytics and prescriptive analytics capabilities.
Develop self-learning systems that can predict failures and autocorrect based on multiple data sources
Work with the engineering team to incorporate your analyses and solutions, including working with the visualization team to create intuitive UI and rich UX stories. Partner with data engineers on data quality assessment, data cleansing and data analytics efforts
Gather and analyze data, devise innovative data science solutions and build prototypes to enable development of high-performance algorithms in scalable, product-ready code.
Initiate and propose unique and promising modeling features, develop new and innovative algorithms and technologies, pursuing patents where appropriate
Stay current on published state-of-the-art algorithms and competing technologies.
Contribute to the development of software and data delivery platforms that are service-oriented with reusable components across teams (multiple teams) that can be orchestrated together into different methods for different businesses.
Research and evaluate emerging technology, industry and market trends to assist in project development and/or operational support activities to for multiple teams or complex scenarios.

Qualifications/Requirements:
MS Degree in Computer Science or in “STEM” Majors (Science, Technology, Engineering and Math)
A minimum of 2 years as data scientist
A minimum of 3 years of technical hands-on coding experience

Eligibility Requirements:
Legal authorization to work in India. We will not sponsor individuals for employment visas, now or in the future, for this job
Any offer of employment is conditioned upon the successful completion of a background investigation and drug screen
Must be willing to travel

Desired Characteristics:
PhD in Computer Science or in “STEM” Majors (Science, Technology, Engineering and Math)
Strong distributed systems and architecture knowledge, and experience with multitier architecture
Mission critical systems experience is preferred
Ability to manage complex technical projects.
Demonstrates expertise in problem solving and technical innovation.
Demonstrated experience of delivering on commitments to clients.
Demonstrates capability of 'rolling up sleeves and getting hands dirty'.
Works well in fast paced growing environment.
Provides excellent influential communication skills and business acumen to both an arbitrator and advocate for technical issues.
Experience developing applications in an agile/DevOps environment would be a distinct advantage
Solid understanding of software development tools & infrastructure

Effective teaming and problem-solving abilities

Strong interpersonal and leadership skills
Able to interface effectively with all levels of the organization and external customers

Technical Expertise:
Proven experience coding in Machine Learning/AI techniques including Deep learning techniques (RNN, CNN, GAN, etc), Support Vector Machines; Regularization Techniques; Boosting, Random Forests, Ensemble Methods, image/video/audio processing, Bayesian modeling, time series modeling
Demonstrated experience in Parallel programming frameworks for GPUs, TPUs
Demonstrated ability to develop containerized solutions (Docker/Mesos etc)
Strong implementation experience with high-level languages and frameworks such as R, Python, Perl, Ruby, Scala, Apache Spark, Storm, SAS
Demonstrated ability to work with a variety of Deep learning frameworks including TensorFlow, Keras, Caffe, CNTK, etc…
Strong hands-on skills in sourcing, cleaning, manipulating and analyzing large volumes of data including SQL and NoSQL databases
Experience with end-to-end modeling projects, from research to solutions to analytic products
Proven experience in using well-established supervised and unsupervised machine learning methods for large industry-strength data analysis problems.
Participates in enterprise strategy development, including environmental analysis, opportunity identification, value cases and business innovation portfolio development. Reviews and/or analyzes and develops architectural requirements at domain level, aligning architectural requirements with software development strategy.
Leads and facilitates the domain’s architecture governance process based on EA’s governance structure.
Leads teams in developing plans and assessing improvement options.

Business Acumen:
Create, analyze and manage projects that provide direct business benefit; demonstrate detailed knowledge of business operations and strategic direction, including merger & acquisition opportunities
Understand industry trends and competitive landscape and the implications for your business
Partner with business leaders to align projects with business goals and needs.

Leadership:
Recommends allocation of budget to meet architectural initiatives critical to business/mission success.
Develops the business case for approval.
Provides leadership, technology guidance and mentors others throughout their domain.
Define the skills, competencies in the skills and talents for architecture team members.
Facilitates dialogues that produce new perspectives and trigger recommendations for substantial innovative / enhancements, and analysis of consequences.
Influences through others.
Uses experts or other third parties to influence.
Builds direct and ""behind the scenes"" support for ideas, uses chains of indirect influence.

Personal Attributes:
Challenges conventional thinking and traditional ways of operating and invites stakeholders to identify issues and opportunities.
Takes a holistic systems perspective.
Envisions, compares and contrasts multiple potential long-range enterprise-wide futures.
Empathizes with multiple points of view

Locations:
Bangalore, India",3.6,"Baker Hughes
3.6",Bengaluru,"Houston, TX",10000+ employees,-1,Company - Public,Oil & Gas Services,"Oil, Gas, Energy & Utilities",₹500+ billion (INR),-1
